Order Id,Order Date,Ship Date,Ship Mode,Customer Name,Segment,State,Country,Market,Region,Product Id,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
ES-2011-4174897,18-01-2011,21-01-2011,First Class,Michael Dominguez,Corporate,Valenciana,Spain,EU,South,OFF-FA-10000856,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",108,8,0,33.36,18.36,Critical,2011
MX-2011-115644,18-01-2011,23-01-2011,Standard Class,Vivek Gonzalez,Consumer,Amazonas,Brazil,LATAM,South,OFF-FA-10002268,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",38,3,0,6.12,4.7,Medium,2011
ES-2011-4825230,18-01-2011,23-01-2011,Second Class,Richard Bierner,Consumer,South Denmark,Denmark,EU,North,OFF-BI-10004446,Office Supplies,Binders,"Acco Binding Machine, Economy",26,1,0.5,-10.755,2.53,High,2011
SA-2011-7780,18-01-2011,21-01-2011,First Class,Beth Paige,Consumer,Al Jawf,Saudi Arabia,EMEA,EMEA,OFF-CAR-10003259,Office Supplies,Binders,"Cardinal Binder, Recycled",14,1,0,2.97,2.48,High,2011
ZA-2011-9910,19-01-2011,21-01-2011,First Class,Patrick Gardner,Consumer,Eastern,Zambia,Africa,Africa,OFF-BIN-10000772,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",418,14,0,95.76,143.67,Critical,2011
ES-2011-3666932,19-01-2011,20-01-2011,First Class,Matt Abelman,Home Office,Sicily,Italy,EU,South,OFF-BI-10004195,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",145,3,0,43.56,58.25,Critical,2011
MX-2011-139199,19-01-2011,24-01-2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,TEC-MA-10001859,Technology,Machines,"Okidata Printer, Wireless",716,4,0,221.92,36.29,Medium,2011
MX-2011-139199,19-01-2011,24-01-2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,FUR-BO-10004407,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",226,2,0,33.96,25.81,Medium,2011
IN-2011-45020,19-01-2011,23-01-2011,Standard Class,Pauline Webber,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-CO-10004267,Technology,Copiers,"Brother Ink, Laser",278,3,0.37,-106.083,21.22,Medium,2011
ES-2011-3666932,19-01-2011,20-01-2011,First Class,Matt Abelman,Home Office,Sicily,Italy,EU,South,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",48,3,0.4,7.92,15.23,Critical,2011
ZA-2011-9910,19-01-2011,21-01-2011,First Class,Patrick Gardner,Consumer,Eastern,Zambia,Africa,Africa,TEC-BEL-10000681,Technology,Accessories,"Belkin Mouse, USB",41,1,0,6.12,12.68,Critical,2011
CA-2011-123477,19-01-2011,22-01-2011,Second Class,David Wiener,Corporate,Oregon,United States,US,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,65,4,0.2,6.4864,5.04,High,2011
MX-2011-139199,19-01-2011,24-01-2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,LATAM,Central,TEC-AC-10002370,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",53,2,0,16.32,4.1,Medium,2011
ES-2011-1690587,19-01-2011,21-01-2011,First Class,Ann Blume,Corporate,Lombardy,Italy,EU,South,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",48,3,0,21.24,3.54,High,2011
CA-2011-8390,19-01-2011,22-01-2011,Second Class,Michael Kennedy,Corporate,Manitoba,Canada,Canada,Canada,OFF-STO-10000347,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",16,1,0,5.7,1.4,Medium,2011
AO-2011-8430,20-01-2011,20-01-2011,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,FUR-BUS-10002989,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825,2,0,338.34,88.97,High,2011
MX-2011-131618,20-01-2011,20-01-2011,Same Day,Suzanne McNair,Corporate,Guerrero,Mexico,LATAM,North,OFF-AP-10002433,Office Supplies,Appliances,"Cuisinart Microwave, Silver",372,2,0,81.88,82.67,Critical,2011
CA-2011-146591,20-01-2011,21-01-2011,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181,5,0.7,-320.597,29.68,Medium,2011
IR-2011-9150,20-01-2011,22-01-2011,First Class,Irene Maddox,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,FUR-OFF-10002395,Furniture,Chairs,"Office Star Rocking Chair, Red",141,1,0,57.75,20.93,Medium,2011
US-2011-153591,20-01-2011,25-01-2011,Standard Class,Alejandro Ballentine,Home Office,Distrito Federal,Mexico,LATAM,North,FUR-BO-10004980,Furniture,Bookcases,"Bush Library with Doors, Mobile",196,1,0.2,-34.252,17.08,Medium,2011
CA-2011-146591,20-01-2011,21-01-2011,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56,4,0.2,19.6224,14.49,Medium,2011
AO-2011-8430,20-01-2011,20-01-2011,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,OFF-SME-10002417,Office Supplies,Storage,"Smead Trays, Single Width",49,1,0,15.51,11.64,High,2011
CA-2011-146591,20-01-2011,21-01-2011,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",109,5,0.2,36.693,10.39,Medium,2011
ES-2011-1122594,20-01-2011,25-01-2011,Standard Class,Darren Koutras,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10002094,Office Supplies,Art,"Boston Pencil Sharpener, Water Color",58,2,0,7.56,8.77,High,2011
AO-2011-8430,20-01-2011,20-01-2011,Same Day,Michelle Arnett,Home Office,Luanda,Angola,Africa,Africa,OFF-ELD-10000124,Office Supplies,Storage,"Eldon Trays, Single Width",48,1,0,15.84,7.92,High,2011
NI-2011-8880,20-01-2011,24-01-2011,Standard Class,Randy Bradley,Consumer,Kano,Nigeria,Africa,Africa,OFF-GRE-10000216,Office Supplies,Paper,"Green Bar Note Cards, Premium",37,4,0.7,-73.68,6.08,High,2011
CA-2011-146591,20-01-2011,21-01-2011,First Class,Toby Swindell,Consumer,Arizona,United States,US,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32,10,0.7,-23.716,6.03,Medium,2011
NI-2011-8880,20-01-2011,24-01-2011,Standard Class,Randy Bradley,Consumer,Kano,Nigeria,Africa,Africa,OFF-FEL-10002399,Office Supplies,Storage,"Fellowes Box, Blue",24,4,0.7,-42.624,3.74,High,2011
RS-2011-7010,20-01-2011,22-01-2011,Second Class,Ruben Dartt,Consumer,Belgorod,Russia,EMEA,EMEA,OFF-NOV-10000512,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",10,1,0,4.83,2.05,High,2011
RS-2011-7010,20-01-2011,22-01-2011,Second Class,Ruben Dartt,Consumer,Belgorod,Russia,EMEA,EMEA,OFF-NOV-10001568,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",11,1,0,4.08,1.48,High,2011
IN-2011-43585,20-01-2011,24-01-2011,Second Class,Toby Ritter,Consumer,Western Australia,Australia,APAC,Oceania,FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black",139,3,0.1,27.693,1.23,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,FUR-TA-10001285,Furniture,Tables,"Chromcraft Conference Table, Fully Assembled","2,797",6,0.2,-0.072,320.38,Low,2011
MG-2011-9660,21-01-2011,27-01-2011,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,"Fellowes Lockers, Single Width","1,244",6,0,211.5,88.66,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"1,068",3,0,224.2674,85.72,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,700,7,0,181.9818,31.52,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10000990,Technology,Phones,"Cisco Signal Booster, with Caller ID",405,4,0,121.44,26.73,Low,2011
MG-2011-9660,21-01-2011,27-01-2011,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,FUR-OFF-10003688,Furniture,Chairs,"Office Star Rocking Chair, Black",277,2,0,55.38,24.75,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,273,3,0,30.0234,20.68,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10003980,Technology,Phones,"Apple Signal Booster, VoIP",182,2,0,16.4,19.1,Low,2011
ES-2011-3229667,21-01-2011,26-01-2011,Standard Class,Ryan Crowe,Consumer,North Rhine-Westphalia,Germany,EU,Central,TEC-AC-10004070,Technology,Accessories,"Memorex Router, Programmable",495,2,0,232.8,18.43,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",248,4,0.1,93.5816,14.53,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10004480,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",107,5,0,46.1,8.92,Low,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,67,2,0,15.9792,8.4,Medium,2011
MG-2011-9660,21-01-2011,27-01-2011,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FIS-10001591,Office Supplies,Supplies,"Fiskars Trimmer, High Speed",85,2,0,12.66,6.06,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10001002,Office Supplies,Binders,"Avery Binder Covers, Recycled",61,8,0,28.64,5.22,Low,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,44,3,0,12.7368,4.88,Medium,2011
IR-2011-3900,21-01-2011,26-01-2011,Standard Class,Darrin Van Huff,Corporate,Razavi Khorasan,Iran,EMEA,EMEA,OFF-ROG-10001101,Office Supplies,Storage,"Rogers Shelving, Wire Frame",61,1,0,18.96,4.61,Medium,2011
US-2011-147774,21-01-2011,27-01-2011,Standard Class,Muhammed MacIntyre,Corporate,Tennessee,United States,US,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67,1,0.7,-51.5154,3,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,23,3,0,10.9698,2.6,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",39,4,0,11.58,2.57,Medium,2011
ID-2011-63017,21-01-2011,25-01-2011,Standard Class,Pauline Webber,Corporate,Bangkok,Thailand,APAC,Southeast Asia,OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",52,2,0.47,-24.3804,2.02,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,30,5,0,13.365,1.98,Medium,2011
MG-2011-9660,21-01-2011,27-01-2011,Standard Class,Sally Hughsby,Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-CAM-10000497,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",27,1,0,2.43,1.58,Medium,2011
MX-2011-146584,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10002296,Office Supplies,Binders,"Acco Binder Covers, Economy",18,2,0,1.56,1.29,Low,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,23,7,0,6.6584,1.22,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19,5,0,8.9535,1.21,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,14,1,0,4.0542,1.14,Medium,2011
CA-2011-148614,21-01-2011,26-01-2011,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19,2,0,9.2928,0.94,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15,3,0,4.8609,0.71,Medium,2011
CA-2011-148614,21-01-2011,26-01-2011,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19,2,0,5.79,0.64,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,7,3,0,1.7901,0.47,Medium,2011
ES-2011-5497239,22-01-2011,26-01-2011,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-ST-10003102,Office Supplies,Storage,"Rogers Lockers, Single Width",889,7,0.4,59.22,96.45,High,2011
ES-2011-5497239,22-01-2011,26-01-2011,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,FUR-BO-10003991,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825,2,0,338.34,77.08,High,2011
ES-2011-3906248,22-01-2011,26-01-2011,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-ST-10000430,Office Supplies,Storage,"Tenex File Cart, Blue",666,5,0,119.85,73.27,Medium,2011
ID-2011-86950,22-01-2011,23-01-2011,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10000751,Office Supplies,Art,"Binney & Smith Highlighters, Blue",60,6,0.4,-33.876,27.43,Critical,2011
KE-2011-7940,22-01-2011,24-01-2011,First Class,Jason Klamczynski,Corporate,Coast,Kenya,Africa,Africa,OFF-SME-10001652,Office Supplies,Storage,"Smead Trays, Wire Frame",95,2,0,12.36,21.6,High,2011
ES-2011-1550182,22-01-2011,26-01-2011,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,OFF-BI-10000538,Office Supplies,Binders,"Acco Binding Machine, Clear",202,4,0,22.2,18.96,Medium,2011
MX-2011-143238,22-01-2011,27-01-2011,Standard Class,Carl Ludwig,Consumer,Santa Ana,El Salvador,LATAM,Central,FUR-BO-10003112,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",259,2,0,101.16,11.91,Medium,2011
MX-2011-165526,22-01-2011,26-01-2011,Standard Class,Michael Paige,Corporate,Atlántico,Colombia,LATAM,South,FUR-CH-10003392,Furniture,Chairs,"Novimex Steel Folding Chair, Red",219,4,0,0,10.23,Medium,2011
MX-2011-165526,22-01-2011,26-01-2011,Standard Class,Michael Paige,Corporate,Atlántico,Colombia,LATAM,South,TEC-AC-10003047,Technology,Accessories,"SanDisk Keyboard, USB",109,2,0,27.2,9,Medium,2011
ES-2011-5497239,22-01-2011,26-01-2011,Standard Class,Paul Stevenson,Home Office,Tuscany,Italy,EU,South,OFF-AR-10001190,Office Supplies,Art,"Boston Canvas, Easy-Erase",54,1,0,12.39,5.13,High,2011
ES-2011-1550182,22-01-2011,26-01-2011,Standard Class,Claudia Bergmann,Corporate,Champagne-Ardenne,France,EU,Central,TEC-PH-10004827,Technology,Phones,"Samsung Headset, Cordless",65,1,0.15,24.3225,4.38,Medium,2011
CA-2011-110422,22-01-2011,24-01-2011,Second Class,Tom Boeckenhauer,Consumer,Florida,United States,US,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25,3,0.2,4.1028,3.64,Critical,2011
TU-2011-9560,22-01-2011,27-01-2011,Standard Class,Brendan Murry,Corporate,Bursa,Turkey,EMEA,EMEA,FUR-ADV-10002889,Furniture,Furnishings,"Advantus Clock, Durable",77,4,0.6,-104.688,2.36,Medium,2011
ID-2011-86950,22-01-2011,23-01-2011,First Class,Sung Shariari,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10003816,Office Supplies,Fasteners,"Stockwell Staples, Metal",6,1,0.4,-3.912,1.77,Critical,2011
ES-2011-3906248,22-01-2011,26-01-2011,Standard Class,Marc Harrigan,Home Office,Flemish Brabant,Belgium,EU,Central,OFF-BI-10004722,Office Supplies,Binders,"Avery Index Tab, Clear",12,2,0,3.12,0.27,Medium,2011
MX-2011-116393,23-01-2011,23-01-2011,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile","1,102",4,0,198.32,146.12,Medium,2011
MX-2011-116393,23-01-2011,23-01-2011,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,FUR-CH-10001490,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",920,3,0,395.76,45.77,Medium,2011
MX-2011-116393,23-01-2011,23-01-2011,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10002670,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed",48,2,0,15.8,5.55,Medium,2011
MX-2011-116393,23-01-2011,23-01-2011,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-LA-10001634,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",26,3,0,9.78,3.61,Medium,2011
MX-2011-116393,23-01-2011,23-01-2011,Same Day,Larry Tron,Consumer,Managua,Nicaragua,LATAM,Central,OFF-PA-10001456,Office Supplies,Paper,"Eaton Memo Slips, 8.5 x 11",24,2,0,1.64,3.27,Medium,2011
SA-2011-7370,23-01-2011,27-01-2011,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-OIC-10001921,Office Supplies,Fasteners,"OIC Clamps, Assorted Sizes",34,2,0,12.36,1.91,Medium,2011
SA-2011-7370,23-01-2011,27-01-2011,Standard Class,Corey Roper,Home Office,Al Madinah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10002486,Office Supplies,Binders,"Ibico Index Tab, Clear",9,1,0,1.59,0.58,Medium,2011
EN-2011-70,24-01-2011,24-01-2011,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone, Full Size","1,303",2,0,286.56,234.73,Medium,2011
EN-2011-70,24-01-2011,24-01-2011,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,OFF-BRE-10004436,Office Supplies,Appliances,"Breville Stove, Black",561,1,0,61.68,133.57,Medium,2011
ES-2011-3060159,24-01-2011,29-01-2011,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine, Laser",591,2,0,53.16,66.1,Medium,2011
IT-2011-2413417,24-01-2011,26-01-2011,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10004685,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",73,1,0.6,-56.562,29.86,Critical,2011
IN-2011-85459,24-01-2011,30-01-2011,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-EN-10003770,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",420,14,0,147,20.03,Medium,2011
IN-2011-85459,24-01-2011,30-01-2011,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,FUR-FU-10000702,Furniture,Furnishings,"Tenex Frame, Black",220,2,0,8.76,16.92,Medium,2011
EN-2011-70,24-01-2011,24-01-2011,Same Day,Ann Blume,Corporate,Harjumaa,Estonia,EMEA,EMEA,FUR-HON-10000722,Furniture,Chairs,"Hon Rocking Chair, Adjustable",133,1,0,63.87,15.16,Medium,2011
IT-2011-2413417,24-01-2011,26-01-2011,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",69,3,0.6,-95.202,12.7,Critical,2011
IN-2011-85459,24-01-2011,30-01-2011,Standard Class,Jill Matthias,Consumer,Wellington,New Zealand,APAC,Oceania,OFF-AR-10000340,Office Supplies,Art,"Boston Pens, Water Color",139,8,0,65.28,11.94,Medium,2011
IT-2011-2413417,24-01-2011,26-01-2011,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",55,3,0,2.7,11.16,Critical,2011
IN-2011-20737,24-01-2011,29-01-2011,Standard Class,Lena Creighton,Consumer,Northern Territory,Australia,APAC,Oceania,TEC-AC-10001438,Technology,Accessories,"SanDisk Flash Drive, Programmable",111,3,0.1,8.568,9.92,Medium,2011
IT-2011-2413417,24-01-2011,26-01-2011,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-FA-10004310,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",41,4,0,2.88,5.24,Critical,2011
IT-2011-2413417,24-01-2011,26-01-2011,First Class,Shirley Jackson,Consumer,Emilia-Romagna,Italy,EU,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",54,5,0,7.5,4.72,Critical,2011
CA-2011-102645,24-01-2011,29-01-2011,Standard Class,Ionia McGrath,Consumer,Nevada,United States,US,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40,6,0,19.2384,4.31,Medium,2011
IN-2011-10552,24-01-2011,30-01-2011,Standard Class,Chuck Clark,Home Office,Madhya Pradesh,India,APAC,Central Asia,OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",59,5,0,27.75,4.27,Medium,2011
MA-2011-3960,24-01-2011,30-01-2011,Standard Class,Greg Hansen,Consumer,Atsinanana,Madagascar,Africa,Africa,OFF-AVE-10003558,Office Supplies,Labels,"Avery Round Labels, Alphabetical",42,6,0,9.18,3.57,Medium,2011
ES-2011-5158376,24-01-2011,26-01-2011,Second Class,Joni Sundaresam,Home Office,Sicily,Italy,EU,South,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",28,1,0,4.14,3.33,High,2011
IN-2011-64557,24-01-2011,29-01-2011,Standard Class,Mitch Webber,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-BI-10002885,Office Supplies,Binders,"Avery Hole Reinforcements, Recycled",12,3,0.17,4.2273,1.2,Medium,2011
CA-2011-146997,24-01-2011,28-01-2011,Standard Class,Speros Goranitis,Consumer,Indiana,United States,US,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",6,3,0,0,0.95,High,2011
TU-2011-8930,24-01-2011,28-01-2011,Standard Class,Janet Martin,Consumer,Afyonkarahisar,Turkey,EMEA,EMEA,OFF-OIC-10001056,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",15,2,0.6,-3.84,0.94,Medium,2011
ES-2011-3060159,24-01-2011,29-01-2011,Standard Class,Christine Phan,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled",11,1,0,4.11,0.62,Medium,2011
ES-2011-3104322,25-01-2011,29-01-2011,Standard Class,Frank Olsen,Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10001720,Office Supplies,Art,"Stanley Canvas, Blue",445,9,0,71.01,33.54,Medium,2011
NI-2011-7750,25-01-2011,28-01-2011,Second Class,Gary Hwang,Consumer,Kwara,Nigeria,Africa,Africa,TEC-PAN-10002454,Technology,Machines,"Panasonic Phone, Red",148,6,0.7,-182.178,18.61,Medium,2011
ES-2011-4880899,25-01-2011,30-01-2011,Standard Class,Aimee Bixby,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color",178,7,0,58.59,16.94,Medium,2011
ES-2011-3746760,25-01-2011,01-02-2011,Standard Class,Filia McAdams,Corporate,North Rhine-Westphalia,Germany,EU,Central,OFF-BI-10001192,Office Supplies,Binders,"Cardinal Binder, Clear",133,10,0,3.9,8.94,Medium,2011
ES-2011-3104322,25-01-2011,29-01-2011,Standard Class,Frank Olsen,Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10002640,Office Supplies,Art,"Boston Pens, Blue",71,5,0,1.35,6.64,Medium,2011
SF-2011-2290,25-01-2011,26-01-2011,First Class,Brad Thomas,Home Office,Free State,South Africa,Africa,Africa,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",45,4,0,10.44,6.53,High,2011
MX-2011-161508,25-01-2011,29-01-2011,Standard Class,Bart Pistole,Corporate,Veracruz,Mexico,LATAM,North,OFF-EN-10004525,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",32,2,0,10.12,4.45,High,2011
IN-2011-53658,25-01-2011,27-01-2011,First Class,Luke Weiss,Consumer,Hunan,China,APAC,North Asia,OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",98,2,0,34.32,3.17,High,2011
MX-2011-162936,25-01-2011,29-01-2011,Second Class,Sue Ann Reed,Consumer,Guantánamo,Cuba,LATAM,Caribbean,OFF-PA-10001091,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",18,1,0,5.98,1.76,Medium,2011
